4.71356971,-74.03332121
4.75079638,-74.08573093
4.70581414,-74.07275179
4.69404729,-74.0652805
4.6623428,-74.0646425
4.51225338,-74.10853758
4.47801726,-74.12355291
None,None
4.51323335,-74.09042051
4.58225722,-74.13164534
None,None
None,None
None,None
4.51710487,-74.08750736
None,None
None,None
None,None
None,None
None,None
4.71911435,-74.10125552
4.7445718,-74.11160187
None,None
4.60283401,-74.09633404
4.5438266,-74.10966105
4.74441256,-74.12910679
4.69702257,-74.07866813
None,None
4.60499042,-74.18980617
4.72634325,-74.04401114
4.56549774,-74.13041682
4.71517756,-74.11526366
4.66335733,-74.12377793
4.64324734,-74.07655635
4.67338694,-74.1099544
4.74642471,-74.05063805
None,None
4.66980149,-74.06107025
4.63061277,-74.14475894
4.67664454,-74.04449789
4.76113154,-74.06162619
4.70901273,-74.07904182
4.76200809,-74.03278885
4.71950339,-74.0487674
4.71249737,-74.0797903
4.73188842,-74.05468608
4.60130022,-74.18883893
4.59122336,-74.10336274
4.73906923,-74.03862695
4.72764599,-74.02747665
4.7525473,-74.09947159
